latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
37.09086,-86.16476,329.24,0.49,0.49,2025-10-13,1915,N20,VIIRS,n,2.0NRT,296.62,4.62,D
37.14193,-86.99253,338.86,0.45,0.47,2025-10-13,1915,N20,VIIRS,n,2.0NRT,294.37,4.82,D
37.63223,-85.12894,325.65,0.57,0.52,2025-10-13,1915,N20,VIIRS,n,2.0NRT,292.86,2.01,D
37.84989,-89.75908,343.84,0.5,0.41,2025-10-13,1915,N20,VIIRS,n,2.0NRT,286.48,5.27,D
37.85363,-89.75974,343.47,0.5,0.41,2025-10-13,1915,N20,VIIRS,n,2.0NRT,283.86,6.06,D
38.00394,-86.14182,328.5,0.51,0.49,2025-10-13,1915,N20,VIIRS,n,2.0NRT,295.4,2.56,D
38.12307,-83.87521,330.81,0.34,0.56,2025-10-13,1915,N20,VIIRS,n,2.0NRT,292.97,2.35,D
39.08455,-82.32913,325.18,0.42,0.61,2025-10-13,1915,N20,VIIRS,n,2.0NRT,294.83,2.45,D
40.27286,-93.07169,325.76,0.41,0.37,2025-10-13,1915,N20,VIIRS,n,2.0NRT,292.77,1.83,D
40.73139,-93.17271,330.52,0.41,0.37,2025-10-13,1915,N20,VIIRS,n,2.0NRT,291.34,3.07,D
41.15891,-84.94464,341.77,0.63,0.54,2025-10-13,1915,N20,VIIRS,n,2.0NRT,297.83,8.66,D
41.15931,-84.94517,340.69,0.63,0.54,2025-10-13,1915,N20,VIIRS,n,2.0NRT,296.93,14.11,D
41.2216,-95.80625,328.8,0.38,0.36,2025-10-13,1915,N20,VIIRS,n,2.0NRT,292,2.36,D
41.44811,-81.67437,328.75,0.47,0.64,2025-10-13,1915,N20,VIIRS,n,2.0NRT,291.3,2.65,D
41.44998,-93.91341,345.94,0.4,0.37,2025-10-13,1915,N20,VIIRS,n,2.0NRT,296.59,5.87,D
41.45087,-93.91666,334.32,0.4,0.37,2025-10-13,1915,N20,VIIRS,n,2.0NRT,296,6.76,D
41.45408,-81.67456,327.35,0.47,0.64,2025-10-13,1915,N20,VIIRS,n,2.0NRT,295.65,4.25,D
41.46005,-81.67474,338.1,0.47,0.64,2025-10-13,1915,N20,VIIRS,n,2.0NRT,295.04,4.25,D
41.48035,-90.83234,341.02,0.49,0.41,2025-10-13,1915,N20,VIIRS,n,2.0NRT,293.61,9.38,D
41.55977,-83.84327,353.4,0.36,0.58,2025-10-13,1915,N20,VIIRS,n,2.0NRT,293.64,8.83,D
41.55998,-83.83881,356.06,0.36,0.58,2025-10-13,1915,N20,VIIRS,l,2.0NRT,289.36,8.83,D
41.56586,-84.04194,352.7,0.36,0.57,2025-10-13,1915,N20,VIIRS,n,2.0NRT,290.85,7.03,D
41.69861,-94.04684,335.15,0.4,0.37,2025-10-13,1915,N20,VIIRS,n,2.0NRT,293.39,4.36,D
41.72035,-83.91676,326.94,0.36,0.58,2025-10-13,1915,N20,VIIRS,n,2.0NRT,292.55,7.42,D
41.72569,-83.91718,367,0.36,0.58,2025-10-13,1915,N20,VIIRS,h,2.0NRT,294.56,7.42,D
43.02215,-85.06464,327.51,0.32,0.55,2025-10-13,1915,N20,VIIRS,n,2.0NRT,288.06,1.86,D
42.68226,-111.58933,338.55,0.5,0.65,2025-10-13,1917,N20,VIIRS,n,2.0NRT,285.76,6.55,D
44.47421,-95.77591,326.06,0.39,0.36,2025-10-13,1917,N20,VIIRS,n,2.0NRT,289.05,2.27,D
45.41148,-93.18137,331.83,0.45,0.39,2025-10-13,1917,N20,VIIRS,n,2.0NRT,291.78,3.22,D
46.30005,-99.50896,330.37,0.4,0.37,2025-10-13,1917,N20,VIIRS,n,2.0NRT,288.15,2.87,D
46.57904,-97.37567,329.89,0.38,0.36,2025-10-13,1917,N20,VIIRS,n,2.0NRT,289.15,2.67,D
46.85329,-96.45959,326.2,0.39,0.36,2025-10-13,1917,N20,VIIRS,n,2.0NRT,287.58,1.43,D
46.85587,-96.46564,346.82,0.39,0.36,2025-10-13,1917,N20,VIIRS,n,2.0NRT,289.35,9.36,D
46.85659,-96.46058,349.36,0.39,0.36,2025-10-13,1917,N20,VIIRS,n,2.0NRT,301.39,16.65,D
46.85732,-96.45551,351.97,0.39,0.36,2025-10-13,1917,N20,VIIRS,n,2.0NRT,294.61,16.65,D
46.86061,-96.4565,342.36,0.39,0.36,2025-10-13,1917,N20,VIIRS,n,2.0NRT,290.94,16.65,D
46.96484,-98.80424,339.32,0.39,0.36,2025-10-13,1917,N20,VIIRS,n,2.0NRT,285.4,5.11,D
46.96565,-98.79926,344.65,0.39,0.36,2025-10-13,1917,N20,VIIRS,n,2.0NRT,286.98,4.91,D
46.96646,-98.79425,345.81,0.39,0.36,2025-10-13,1917,N20,VIIRS,n,2.0NRT,287.97,4.91,D
47.86619,-101.35091,345.18,0.42,0.38,2025-10-13,1917,N20,VIIRS,n,2.0NRT,292.76,22.96,D
49.06001,-99.74372,335.11,0.39,0.36,2025-10-13,1919,N20,VIIRS,n,2.0NRT,292.13,15.52,D
49.3249,-98.31177,326.14,0.38,0.36,2025-10-13,1919,N20,VIIRS,n,2.0NRT,282.62,2.56,D
31.83578,-103.89796,332.27,0.61,0.71,2025-10-13,2055,N20,VIIRS,n,2.0NRT,287.52,2.98,D
32.26172,-115.07395,339.8,0.44,0.39,2025-10-13,2055,N20,VIIRS,n,2.0NRT,309.5,2.22,D
32.30408,-115.25138,348,0.44,0.38,2025-10-13,2055,N20,VIIRS,n,2.0NRT,315.29,3.25,D
32.30759,-115.252,338.1,0.44,0.38,2025-10-13,2055,N20,VIIRS,l,2.0NRT,312.21,3.25,D
32.40247,-115.0732,342.94,0.44,0.39,2025-10-13,2055,N20,VIIRS,n,2.0NRT,310.66,6.27,D
34.62173,-117.10043,330.34,0.4,0.37,2025-10-13,2055,N20,VIIRS,l,2.0NRT,302.91,2,D
38.93716,-121.90339,342.75,0.4,0.37,2025-10-13,2057,N20,VIIRS,n,2.0NRT,279.91,2.95,D
38.93791,-121.8989,327.43,0.4,0.37,2025-10-13,2057,N20,VIIRS,n,2.0NRT,282.69,2.95,D
39.29806,-121.05296,328.6,0.39,0.36,2025-10-13,2057,N20,VIIRS,n,2.0NRT,283.79,6.31,D
39.30133,-121.05382,345.63,0.39,0.36,2025-10-13,2057,N20,VIIRS,n,2.0NRT,288.39,6.31,D
40.22287,-110.13068,346.44,0.32,0.54,2025-10-13,2057,N20,VIIRS,n,2.0NRT,290.15,2.88,D
42.68561,-111.59013,332.7,0.56,0.52,2025-10-13,2057,N20,VIIRS,n,2.0NRT,292.33,7.12,D
42.686,-111.5903,334.23,0.56,0.52,2025-10-13,2057,N20,VIIRS,n,2.0NRT,292.6,7.79,D
43.76255,-116.74261,330.69,0.5,0.41,2025-10-13,2057,N20,VIIRS,n,2.0NRT,286.71,3.22,D
44.5318,-123.13894,337.01,0.39,0.36,2025-10-13,2057,N20,VIIRS,n,2.0NRT,289.16,2.41,D
44.53257,-123.13413,332.01,0.39,0.36,2025-10-13,2057,N20,VIIRS,n,2.0NRT,289.31,2.41,D
44.59949,-123.14518,325.77,0.39,0.36,2025-10-13,2057,N20,VIIRS,n,2.0NRT,288.79,1.46,D
44.75781,-122.64365,336.87,0.38,0.36,2025-10-13,2057,N20,VIIRS,n,2.0NRT,287.71,3.91,D
44.771,-122.382,330.18,0.38,0.36,2025-10-13,2057,N20,VIIRS,n,2.0NRT,291.2,32.34,D
44.82458,-122.6319,329.13,0.38,0.36,2025-10-13,2057,N20,VIIRS,n,2.0NRT,285.45,2.93,D
45.29972,-122.83157,327.47,0.38,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,286.81,3.42,D
45.3094,-123.07557,339.63,0.39,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,291.93,10.41,D
45.3743,-122.41386,327.02,0.38,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,288.04,2.23,D
45.3914,-123.58974,331.49,0.39,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,287.46,6.24,D
45.40718,-123.02013,327.97,0.38,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,288,2.23,D
45.44175,-122.28476,328.94,0.38,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,288.06,1.72,D
45.65324,-122.80289,329.95,0.38,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,289.56,5.12,D
45.82894,-122.48096,332.98,0.38,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,287.29,4.77,D
46.12038,-123.25336,325.57,0.38,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,288.34,1.4,D
46.1965,-123.18328,328.61,0.38,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,289.01,5.05,D
46.82406,-118.9412,333.27,0.45,0.39,2025-10-13,2059,N20,VIIRS,n,2.0NRT,291.11,9.7,D
47.5695,-122.3702,329.43,0.39,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,292.09,2.95,D
49.32054,-124.90231,329.25,0.39,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,287.03,6.49,D
49.32379,-124.90352,341.82,0.39,0.36,2025-10-13,2059,N20,VIIRS,n,2.0NRT,290.36,6.49,D
35.37823,-78.10402,295.26,0.78,0.78,2025-10-14,555,N20,VIIRS,n,2.0NRT,281.63,1.07,N
46.51731,-84.39551,308.27,0.39,0.36,2025-10-14,731,N20,VIIRS,n,2.0NRT,274.1,1.16,N
46.51845,-84.37927,297.59,0.39,0.36,2025-10-14,731,N20,VIIRS,n,2.0NRT,274.96,1.16,N
46.52103,-84.37319,300.33,0.39,0.36,2025-10-14,731,N20,VIIRS,n,2.0NRT,274.24,1.23,N
46.52176,-84.37828,321.39,0.39,0.36,2025-10-14,731,N20,VIIRS,n,2.0NRT,276.73,1.16,N
46.52361,-84.36712,297.57,0.39,0.36,2025-10-14,731,N20,VIIRS,n,2.0NRT,274.65,0.78,N
46.52433,-84.37219,309.1,0.39,0.36,2025-10-14,731,N20,VIIRS,n,2.0NRT,275.59,0.78,N
46.73204,-92.08151,318.41,0.48,0.48,2025-10-14,731,N20,VIIRS,n,2.0NRT,280.35,1.75,N
37.27545,-79.99687,300.22,0.57,0.43,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.24,1.05,N
37.72952,-81.8821,306.37,0.46,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,282.58,0.81,N
38.36745,-82.53384,300.33,0.43,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,282,0.69,N
38.59792,-82.82578,298.91,0.42,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.43,1.33,N
38.59878,-82.83052,310.81,0.42,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,287.14,1.33,N
38.60131,-82.82478,308.01,0.42,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,287.18,0.82,N
38.72278,-85.08194,319.71,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,284.89,1.16,N
38.74277,-86.45947,305.55,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,284.93,0.69,N
38.75614,-84.993,295.73,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.06,0.7,N
38.80087,-87.24966,296.4,0.4,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,284.98,0.28,N
38.81905,-90.01389,305.1,0.48,0.4,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.92,1.05,N
38.83597,-90.06171,299.23,0.48,0.4,2025-10-14,733,N20,VIIRS,n,2.0NRT,289.05,1.53,N
38.83613,-84.23852,317.96,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,288.58,1.33,N
38.83663,-90.06728,300.9,0.48,0.4,2025-10-14,733,N20,VIIRS,n,2.0NRT,288.62,2.39,N
38.83689,-84.243,303.23,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,283.42,1.33,N
38.98981,-87.72263,307.56,0.41,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.01,1.12,N
39.0006,-87.72501,302.82,0.41,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,289.34,1.82,N
39.33342,-81.36393,307.4,0.46,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,282.88,1.06,N
39.36879,-81.52843,305.91,0.45,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,284.9,1.06,N
39.47058,-84.38604,321.71,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.71,2.27,N
39.47279,-84.39938,308.24,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,289.08,1.12,N
39.47353,-84.40384,303.55,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,287.18,1.12,N
39.48298,-84.37796,315.54,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.1,1.1,N
39.48371,-84.38241,301.68,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.21,1.1,N
39.48445,-84.38686,327.43,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.97,3.18,N
39.48655,-84.36054,306.55,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.72,1.18,N
39.52729,-86.37855,296.27,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,283.84,0.42,N
39.53037,-87.4262,299.41,0.4,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,284.6,0.74,N
39.71608,-90.53063,298,0.52,0.41,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.22,0.32,N
39.71987,-90.52985,305.49,0.52,0.41,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.03,0.53,N
39.73484,-82.14778,304.9,0.43,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,283.31,1.06,N
39.9216,-92.30766,304.79,0.42,0.45,2025-10-14,733,N20,VIIRS,n,2.0NRT,284.92,0.89,N
40.4305,-80.91022,302.65,0.46,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,283.16,0.83,N
40.57143,-83.13722,304.91,0.4,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,283.8,0.97,N
40.71495,-84.12996,295.92,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,284.21,0.7,N
40.72076,-84.12358,302.57,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,288.34,1.4,N
40.73565,-86.43205,298.11,0.39,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.32,0.63,N
40.79768,-82.52847,301.18,0.41,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,281.11,0.56,N
40.92598,-87.34385,301.87,0.41,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.99,0.85,N
40.93552,-87.33656,297.77,0.41,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.35,0.65,N
41.0928,-83.42165,298.43,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,281.97,0.77,N
41.1203,-85.35139,326.69,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,288.33,3.07,N
41.20875,-80.81643,302.06,0.45,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,284.04,0.72,N
41.22545,-83.21052,328.11,0.39,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.12,3.1,N
41.45302,-81.67744,333.58,0.42,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,290.28,7.05,N
41.4598,-81.67524,310.77,0.42,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.75,2.25,N
41.4632,-81.67413,330.72,0.42,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,288.65,2.25,N
41.46412,-81.67907,316.89,0.42,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.66,2.25,N
41.46792,-83.36596,321.51,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,287.3,2.1,N
41.56657,-84.0433,298.9,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,283.6,3.6,N
41.56731,-84.04786,328.19,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.27,3.6,N
41.56879,-84.05698,303.5,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,283.97,1.36,N
41.57058,-84.04692,316.39,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,284.87,1.68,N
41.63166,-83.50356,297.28,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.88,1.3,N
41.67791,-83.45332,299.49,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,287.65,1.09,N
41.72454,-83.92088,300.33,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,281.97,0.62,N
41.73364,-83.51892,299.46,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,282.92,0.41,N
41.75092,-81.28567,298.12,0.43,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.17,0.68,N
42.09089,-83.42262,298.61,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,282.57,0.68,N
42.26793,-83.43527,299.68,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,281.03,0.24,N
42.27802,-83.12766,309.95,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.2,1.35,N
42.28222,-83.11166,310.38,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,287.21,1.14,N
42.3065,-83.15327,302.67,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,283.7,0.67,N
42.31426,-82.05169,310.79,0.41,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,281.83,0.97,N
42.47913,-87.88702,300.41,0.44,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,284.13,0.62,N
42.72556,-83.26076,300.82,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,281.3,0.63,N
42.76276,-82.74942,302.67,0.39,0.36,2025-10-14,733,N20,VIIRS,n,2.0NRT,281.6,0.9,N
42.77147,-82.49687,299.86,0.4,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,280.95,0.51,N
42.77561,-82.48049,301.55,0.4,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,281.24,0.44,N
42.77643,-82.48525,296.68,0.4,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,280.73,0.44,N
42.80402,-80.10492,310.31,0.45,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,283.04,1.96,N
42.80645,-80.09828,328.31,0.45,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.55,3.33,N
42.819,-81.32532,299.35,0.42,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,279.93,0.78,N
42.83394,-80.04787,296.02,0.46,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,284.78,0.95,N
42.92965,-82.4418,297.33,0.4,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,285.59,0.91,N
42.94614,-82.41637,301.98,0.4,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,282.5,0.78,N
42.9678,-81.87217,313.37,0.41,0.37,2025-10-14,733,N20,VIIRS,n,2.0NRT,280.59,1.49,N
43.07029,-80.85732,315.67,0.43,0.38,2025-10-14,733,N20,VIIRS,n,2.0NRT,281.04,2.28,N
43.2641,-79.80847,318.09,0.46,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.98,2.01,N
43.2676,-79.8072,316.03,0.46,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.69,2.01,N
43.2711,-79.8059,323.48,0.46,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,287.23,1.63,N
43.27353,-79.79911,319.67,0.46,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.43,1.63,N
43.2746,-79.80461,308.3,0.46,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,286.44,1.63,N
43.29116,-79.98624,304.73,0.45,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,283.15,1.57,N
43.49319,-79.62603,297.51,0.46,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,284.04,0.53,N
43.8819,-78.70368,295.25,0.49,0.4,2025-10-14,733,N20,VIIRS,n,2.0NRT,282.97,0.48,N
44.52602,-88.01589,298.57,0.46,0.39,2025-10-14,733,N20,VIIRS,n,2.0NRT,281.26,0.84,N
31.38354,-82.70893,296.2,0.53,0.42,2025-10-14,735,N20,VIIRS,n,2.0NRT,285.47,0.69,N
31.47219,-82.70148,296.61,0.53,0.42,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.05,0.43,N
31.63022,-82.69012,298.8,0.53,0.42,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.35,0.64,N
31.76072,-82.89259,300.07,0.52,0.41,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.18,0.38,N
31.80894,-82.52288,301.56,0.54,0.42,2025-10-14,735,N20,VIIRS,n,2.0NRT,287.19,0.71,N
31.81577,-84.57977,295.5,0.44,0.38,2025-10-14,735,N20,VIIRS,n,2.0NRT,285.15,0.31,N
31.92275,-83.40657,303.77,0.49,0.4,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.77,0.64,N
31.96636,-85.74706,299.1,0.4,0.37,2025-10-14,735,N20,VIIRS,n,2.0NRT,285.74,0.56,N
31.97044,-85.75047,299.44,0.4,0.37,2025-10-14,735,N20,VIIRS,n,2.0NRT,285.78,0.74,N
32.15912,-86.55911,296,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,285.15,0.5,N
32.1787,-85.02826,305.77,0.42,0.38,2025-10-14,735,N20,VIIRS,n,2.0NRT,289.18,0.91,N
32.24385,-82.35557,322.31,0.54,0.42,2025-10-14,735,N20,VIIRS,n,2.0NRT,287.14,2.55,N
32.2749,-85.67368,295.74,0.4,0.37,2025-10-14,735,N20,VIIRS,n,2.0NRT,283.87,0.63,N
32.42167,-86.45591,341.91,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,292.26,8.51,N
32.42497,-86.45516,311.67,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.51,0.49,N
32.46296,-80.85181,313.17,0.42,0.46,2025-10-14,735,N20,VIIRS,n,2.0NRT,287.42,0.92,N
32.56849,-88.19677,297.92,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.94,0.46,N
32.57341,-82.78996,299.88,0.51,0.41,2025-10-14,735,N20,VIIRS,n,2.0NRT,285.43,0.6,N
32.61253,-82.8514,296.97,0.5,0.41,2025-10-14,735,N20,VIIRS,n,2.0NRT,284.97,0.4,N
32.65194,-85.26517,295.99,0.41,0.37,2025-10-14,735,N20,VIIRS,n,2.0NRT,285.65,0.47,N
32.77511,-81.12154,303.23,0.41,0.45,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.57,0.45,N
32.77544,-85.38419,296.59,0.41,0.37,2025-10-14,735,N20,VIIRS,n,2.0NRT,284.32,0.56,N
32.77879,-85.38336,299.84,0.41,0.37,2025-10-14,735,N20,VIIRS,n,2.0NRT,284.83,0.56,N
32.80519,-82.75076,309.74,0.5,0.41,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.31,2.07,N
32.80622,-82.75607,317.75,0.5,0.41,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.85,2.65,N
32.80888,-82.74973,300.44,0.5,0.41,2025-10-14,735,N20,VIIRS,n,2.0NRT,285.44,0.89,N
32.80991,-82.75506,327.21,0.5,0.41,2025-10-14,735,N20,VIIRS,n,2.0NRT,287.17,2.08,N
32.8136,-82.75404,296.73,0.5,0.41,2025-10-14,735,N20,VIIRS,n,2.0NRT,284.38,2.08,N
32.83138,-84.29372,298.86,0.44,0.38,2025-10-14,735,N20,VIIRS,n,2.0NRT,284.29,0.54,N
32.87679,-88.27892,297.15,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.06,0.48,N
32.91269,-82.51554,296.56,0.52,0.41,2025-10-14,735,N20,VIIRS,n,2.0NRT,284.99,0.41,N
32.93411,-84.23631,300.25,0.44,0.38,2025-10-14,735,N20,VIIRS,n,2.0NRT,283.97,0.51,N
32.97723,-86.11941,324.32,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,288.39,4.45,N
32.97792,-86.12356,329.29,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,285.48,4.45,N
32.97861,-86.1277,296.88,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,283.21,1.86,N
32.98122,-86.12279,303.03,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,285.28,4.45,N
32.99174,-91.94361,297.09,0.5,0.41,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.28,0.28,N
32.9955,-91.94297,297.25,0.5,0.41,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.63,0.37,N
33.03741,-86.36069,295.06,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,284.88,0.49,N
33.08391,-84.2768,298.3,0.44,0.38,2025-10-14,735,N20,VIIRS,n,2.0NRT,284.32,0.66,N
33.08737,-84.27592,295.18,0.44,0.38,2025-10-14,735,N20,VIIRS,n,2.0NRT,284.34,0.34,N
33.09311,-86.80497,328.47,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,288.71,3.11,N
33.10559,-86.7979,303.9,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,287.96,0.89,N
33.10624,-86.80197,299.75,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.38,0.89,N
33.12087,-88.09515,295.24,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,285.08,0.55,N
33.15573,-90.34654,298.65,0.44,0.38,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.93,0.58,N
33.15635,-90.3512,297.5,0.44,0.38,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.17,0.58,N
33.16115,-88.41116,302.26,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.74,0.95,N
33.18084,-86.75739,325.07,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,289.21,2.77,N
33.21743,-86.79247,316.41,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,287.66,1.36,N
33.22139,-86.81696,316.3,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,288.93,1.33,N
33.22901,-87.51164,304.75,0.38,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.27,1.56,N
33.22964,-87.51573,323.98,0.38,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,287.27,2.16,N
33.23558,-87.5102,307.74,0.38,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,290.51,1.58,N
33.27831,-80.43062,298.05,0.43,0.46,2025-10-14,735,N20,VIIRS,n,2.0NRT,287.22,0.59,N
33.30478,-89.34006,306.35,0.41,0.37,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.55,0.76,N
33.38214,-89.41924,302.25,0.41,0.37,2025-10-14,735,N20,VIIRS,n,2.0NRT,282.87,0.41,N
33.42485,-95.5715,300.53,0.53,0.5,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.97,0.98,N
33.42537,-95.57722,298.83,0.53,0.5,2025-10-14,735,N20,VIIRS,n,2.0NRT,286.72,0.98,N
33.43982,-88.57222,320.31,0.39,0.36,2025-10-14,735,N20,VIIRS,n,2.0NRT,287.81,2.11,N
